mRNA,length,name
Zm00026ab040720_T001,2653,CML333
Zm00026ab040730_T001,7389,CML333
Zm00026ab040740_T001,2520,CML333
Zm00026ab040750_T001,1609,CML333
Zm00026ab040760_T001,578,CML333
Zm00026ab040770_T002,3166,CML333
Zm00026ab040780_T001,756,CML333
Zm00026ab040790_T001,1543,CML333
Zm00026ab040800_T001,9206,CML333
Zm00026ab040810_T004,1218,CML333
Zm00026ab040840_T001,19507,CML333
Zm00026ab040860_T003,1791,CML333
Zm00026ab040870_T001,1663,CML333
Zm00026ab040880_T004,2906,CML333
Zm00026ab040890_T001,378,CML333
Zm00026ab040900_T002,6546,CML333
Zm00026ab040910_T001,576,CML333
Zm00026ab040920_T001,2887,CML333
Zm00026ab040940_T001,7524,CML333
Zm00026ab040950_T001,1440,CML333
Zm00026ab040960_T001,1130,CML333
Zm00026ab040980_T001,4863,CML333
Zm00026ab040990_T001,5682,CML333
Zm00026ab041000_T001,627,CML333
Zm00026ab041010_T001,18364,CML333
Zm00026ab041020_T001,2725,CML333
Zm00026ab041030_T003,2674,CML333
Zm00026ab041040_T001,9548,CML333
Zm00026ab041050_T001,3192,CML333
Zm00026ab041060_T001,3290,CML333
Zm00026ab041070_T004,5255,CML333
Zm00026ab041080_T002,4812,CML333
Zm00026ab041090_T001,2857,CML333
Zm00026ab041100_T002,7407,CML333
Zm00026ab041110_T001,3397,CML333
Zm00026ab041120_T001,667,CML333
Zm00026ab041130_T001,1104,CML333
Zm00026ab041140_T003,5648,CML333
Zm00026ab041150_T001,3951,CML333
Zm00026ab041160_T001,467,CML333
Zm00026ab041170_T001,273,CML333
Zm00026ab041180_T001,342,CML333
Zm00026ab041190_T001,7377,CML333
Zm00026ab041200_T001,1507,CML333
Zm00026ab041210_T001,1625,CML333
Zm00026ab041220_T001,1954,CML333
Zm00026ab041230_T001,2241,CML333
Zm00026ab041240_T001,6454,CML333
Zm00026ab041250_T001,1991,CML333
Zm00026ab041260_T001,585,CML333
Zm00026ab041270_T001,585,CML333
Zm00026ab041280_T001,5808,CML333
Zm00026ab041290_T001,2851,CML333
Zm00026ab041300_T003,1975,CML333
Zm00026ab041310_T001,780,CML333
Zm00026ab041320_T001,17402,CML333
Zm00026ab041330_T002,5798,CML333
Zm00026ab041340_T001,814,CML333
Zm00026ab041350_T001,1444,CML333
Zm00026ab041360_T001,613,CML333
Zm00026ab041370_T002,9345,CML333
Zm00026ab041380_T001,1981,CML333
Zm00026ab041390_T001,528,CML333
Zm00026ab041400_T001,2906,CML333
Zm00026ab041410_T001,11555,CML333
Zm00026ab041420_T001,2244,CML333
Zm00026ab041430_T001,1580,CML333
Zm00026ab041440_T001,7048,CML333
Zm00026ab041450_T002,2356,CML333
Zm00026ab041460_T001,406,CML333
Zm00026ab041470_T001,8015,CML333
Zm00026ab041480_T004,11158,CML333
Zm00026ab041490_T001,1057,CML333
Zm00026ab041500_T004,6716,CML333
Zm00026ab041510_T003,3090,CML333
Zm00026ab041520_T001,3148,CML333
Zm00026ab041530_T001,5152,CML333
Zm00026ab041540_T002,1394,CML333
Zm00026ab041550_T001,7085,CML333
Zm00026ab041560_T001,8213,CML333
Zm00026ab041580_T003,35817,CML333
Zm00026ab041600_T001,3760,CML333
Zm00026ab041610_T001,2787,CML333
Zm00026ab041620_T001,1158,CML333
Zm00026ab041630_T001,1041,CML333
Zm00026ab041640_T002,1654,CML333
Zm00026ab041650_T001,1119,CML333
Zm00026ab041660_T001,5369,CML333
Zm00026ab041680_T001,2068,CML333
Zm00026ab041690_T001,1511,CML333
Zm00026ab041700_T004,11665,CML333
Zm00026ab041710_T001,1550,CML333
Zm00026ab041720_T001,813,CML333
Zm00026ab041730_T001,499,CML333
Zm00026ab041740_T001,667,CML333
Zm00026ab041750_T001,1312,CML333
Zm00026ab041760_T001,1579,CML333
Zm00026ab041770_T001,1809,CML333
Zm00026ab041780_T004,1581,CML333
Zm00026ab041790_T001,1658,CML333
Zm00026ab041800_T002,2406,CML333
Zm00026ab041810_T001,405,CML333
Zm00026ab041820_T001,2238,CML333
Zm00026ab041830_T004,14085,CML333
Zm00026ab041840_T001,7841,CML333
Zm00026ab041850_T002,4990,CML333
Zm00026ab041860_T001,4157,CML333
Zm00026ab041870_T001,1073,CML333
Zm00026ab041880_T001,3239,CML333
Zm00026ab041890_T002,4631,CML333
Zm00026ab041900_T001,3716,CML333
Zm00026ab041910_T001,5715,CML333
Zm00026ab041920_T001,399,CML333
Zm00026ab041930_T001,2872,CML333
Zm00026ab041940_T001,4144,CML333
Zm00026ab041950_T001,255,CML333
Zm00026ab041960_T001,5285,CML333
Zm00026ab041980_T001,279,CML333
Zm00026ab041990_T001,6200,CML333
Zm00026ab042000_T001,294,CML333
Zm00026ab042010_T001,939,CML333
Zm00026ab042020_T001,4176,CML333
Zm00026ab042030_T001,1272,CML333
Zm00026ab042040_T001,1113,CML333
Zm00026ab042050_T001,1012,CML333
Zm00026ab042060_T002,5840,CML333
Zm00026ab042070_T001,2880,CML333
Zm00026ab042080_T002,5934,CML333
Zm00026ab042090_T001,807,CML333
Zm00026ab042100_T003,4852,CML333
Zm00026ab042110_T001,1825,CML333
Zm00026ab042120_T001,5923,CML333
Zm00026ab042130_T001,823,CML333
Zm00026ab042140_T003,17239,CML333
Zm00026ab042150_T001,288,CML333
Zm00026ab042160_T001,2960,CML333
Zm00026ab042170_T001,288,CML333
Zm00026ab042180_T001,37415,CML333
Zm00026ab042190_T001,22788,CML333
Zm00026ab042200_T002,3133,CML333
Zm00026ab042210_T002,8878,CML333
Zm00026ab042220_T003,1181,CML333
Zm00026ab042230_T001,471,CML333
Zm00026ab042240_T001,1379,CML333
Zm00026ab042250_T002,3901,CML333
Zm00026ab042260_T001,3520,CML333
Zm00026ab042270_T001,1365,CML333
Zm00026ab042280_T001,7479,CML333
Zm00026ab042290_T001,1628,CML333
Zm00026ab042300_T001,946,CML333
Zm00026ab042310_T001,751,CML333
Zm00026ab042320_T001,4322,CML333
Zm00026ab042330_T001,1254,CML333
Zm00026ab042340_T002,22388,CML333
Zm00026ab042350_T001,8571,CML333
Zm00026ab042360_T001,1585,CML333
Zm00026ab042370_T001,4836,CML333
Zm00026ab042380_T001,9316,CML333
Zm00026ab042390_T001,1064,CML333
Zm00026ab042400_T003,3546,CML333
Zm00026ab042410_T002,7167,CML333
Zm00026ab042440_T001,2952,CML333
Zm00026ab042450_T001,685,CML333
Zm00026ab042460_T004,3318,CML333
Zm00026ab042470_T001,1762,CML333
Zm00026ab042480_T001,1518,CML333
Zm00026ab042490_T001,743,CML333
Zm00026ab042500_T001,763,CML333
Zm00026ab042510_T001,3542,CML333
Zm00026ab042520_T001,5142,CML333
Zm00026ab042530_T001,11904,CML333
Zm00026ab042540_T001,849,CML333
Zm00026ab042560_T001,14943,CML333
Zm00026ab042570_T003,5033,CML333
Zm00026ab042580_T001,9855,CML333
Zm00026ab042590_T003,3576,CML333
Zm00026ab042600_T001,2717,CML333
Zm00026ab042610_T001,4821,CML333
Zm00026ab042620_T001,22889,CML333
Zm00026ab042630_T001,1093,CML333
Zm00026ab042640_T003,4191,CML333
Zm00026ab042650_T001,10033,CML333
Zm00026ab042660_T002,4609,CML333
Zm00026ab042670_T002,5091,CML333
Zm00026ab042680_T001,4066,CML333
Zm00026ab042690_T001,1390,CML333
Zm00026ab042700_T002,2114,CML333
Zm00026ab042710_T003,2614,CML333
Zm00026ab042720_T001,1717,CML333
Zm00026ab042730_T001,2476,CML333
Zm00026ab042740_T003,2935,CML333
Zm00026ab042750_T001,3356,CML333
Zm00026ab042760_T001,3010,CML333
Zm00026ab042770_T001,6376,CML333
Zm00026ab042780_T001,4313,CML333
Zm00026ab042790_T001,1250,CML333
Zm00026ab042800_T001,3880,CML333
Zm00026ab042810_T002,21291,CML333
Zm00026ab042820_T001,487,CML333
Zm00026ab042830_T002,647,CML333
Zm00026ab042840_T001,2196,CML333
Zm00026ab042850_T001,1261,CML333
Zm00026ab042860_T001,3357,CML333
Zm00026ab042870_T001,50461,CML333
Zm00026ab042890_T001,4680,CML333
Zm00026ab042900_T001,3659,CML333
Zm00026ab042910_T001,1036,CML333
Zm00026ab042920_T001,2502,CML333
Zm00026ab042930_T001,13273,CML333
Zm00026ab042940_T001,4236,CML333
Zm00026ab042950_T001,953,CML333
Zm00026ab042960_T004,2551,CML333
Zm00026ab042970_T001,871,CML333
Zm00026ab042980_T002,5271,CML333
Zm00026ab042990_T003,6389,CML333
Zm00026ab043000_T001,6212,CML333
Zm00026ab043010_T001,2136,CML333
Zm00026ab043020_T002,8280,CML333
Zm00026ab043030_T001,390,CML333
Zm00026ab043040_T001,16575,CML333
Zm00026ab043050_T001,1494,CML333
Zm00026ab043060_T001,1186,CML333
Zm00026ab043070_T001,3613,CML333
Zm00026ab043080_T001,2049,CML333
Zm00026ab043090_T001,4734,CML333
Zm00026ab043100_T001,10908,CML333
Zm00026ab043110_T004,6471,CML333
Zm00026ab043120_T001,3121,CML333
Zm00026ab043130_T001,1021,CML333
Zm00026ab043140_T001,4467,CML333
Zm00026ab043150_T001,3235,CML333
Zm00026ab043170_T001,680,CML333
Zm00026ab043180_T001,8250,CML333
Zm00026ab043190_T001,282,CML333
Zm00026ab043200_T001,1166,CML333
Zm00026ab043210_T001,647,CML333
Zm00026ab043220_T001,808,CML333
Zm00026ab043230_T002,4282,CML333
Zm00026ab043240_T001,2407,CML333
Zm00026ab043250_T001,6625,CML333
Zm00026ab043260_T001,1936,CML333
Zm00026ab043270_T001,8193,CML333
Zm00026ab043280_T002,1916,CML333
Zm00026ab043290_T002,2720,CML333
Zm00026ab043300_T001,4111,CML333
Zm00026ab043310_T001,2557,CML333
Zm00026ab043320_T002,15400,CML333
Zm00026ab043330_T001,3515,CML333
Zm00026ab043340_T001,3653,CML333
Zm00026ab043350_T001,4567,CML333
Zm00026ab043360_T002,26852,CML333
Zm00026ab043370_T001,9268,CML333
Zm00026ab043380_T001,8477,CML333
Zm00026ab043390_T002,5140,CML333
Zm00026ab043400_T001,33802,CML333
Zm00026ab043410_T001,10531,CML333
Zm00026ab043430_T001,787,CML333
Zm00026ab043440_T005,4085,CML333
Zm00026ab043450_T001,2788,CML333
Zm00026ab043460_T001,1391,CML333
Zm00026ab043470_T001,3215,CML333
Zm00026ab043480_T001,675,CML333
Zm00026ab043490_T001,2097,CML333
Zm00026ab043510_T001,609,CML333
Zm00026ab043520_T002,6548,CML333
Zm00026ab043530_T001,11676,CML333
Zm00026ab043540_T001,1559,CML333
Zm00026ab043550_T001,4192,CML333
Zm00026ab043560_T001,924,CML333
Zm00026ab043570_T001,2158,CML333
Zm00026ab043580_T001,1879,CML333
Zm00026ab043590_T001,453,CML333
Zm00026ab043600_T001,372,CML333
Zm00026ab043610_T001,381,CML333
Zm00026ab043620_T001,13094,CML333
Zm00026ab043630_T006,5617,CML333
Zm00026ab043640_T001,2260,CML333
Zm00026ab043650_T001,5297,CML333
Zm00026ab043660_T001,2074,CML333
Zm00026ab043670_T002,2251,CML333
Zm00026ab043680_T001,3055,CML333
Zm00026ab043690_T001,7634,CML333
Zm00026ab043700_T001,686,CML333
Zm00026ab043710_T001,1074,CML333
Zm00026ab043720_T004,4449,CML333
Zm00026ab043730_T001,6807,CML333
Zm00026ab043740_T001,201,CML333
Zm00026ab043750_T001,5318,CML333
Zm00026ab043760_T001,2934,CML333
Zm00026ab043770_T001,6221,CML333
Zm00026ab043780_T001,381,CML333
Zm00026ab043790_T001,1792,CML333
Zm00026ab043800_T002,1975,CML333
Zm00026ab043810_T001,2496,CML333
Zm00026ab043820_T001,5691,CML333
Zm00026ab043830_T001,5939,CML333
Zm00026ab043840_T001,23121,CML333
Zm00026ab043850_T001,750,CML333
Zm00026ab043860_T001,525,CML333
Zm00026ab043870_T001,1814,CML333
Zm00026ab043880_T001,4916,CML333
Zm00026ab043900_T001,1983,CML333
Zm00026ab043910_T001,987,CML333
Zm00026ab043940_T001,1058,CML333
Zm00026ab043960_T001,1212,CML333
Zm00026ab043970_T001,1035,CML333
Zm00026ab044000_T001,1035,CML333
Zm00026ab044030_T001,690,CML333
Zm00026ab044040_T001,1032,CML333
Zm00026ab044060_T001,930,CML333
Zm00026ab044080_T001,1058,CML333
Zm00026ab044090_T001,1702,CML333
Zm00026ab044100_T001,2768,CML333
Zm00026ab044110_T001,2091,CML333
Zm00026ab044130_T001,723,CML333
Zm00026ab044140_T001,1694,CML333
Zm00026ab044160_T001,1782,CML333
Zm00026ab044170_T001,4312,CML333
Zm00026ab044180_T001,845,CML333
Zm00026ab044190_T001,258,CML333
Zm00026ab044200_T001,5131,CML333
Zm00026ab044210_T003,2893,CML333
Zm00026ab044220_T001,2100,CML333
Zm00026ab044230_T001,4523,CML333
Zm00026ab044240_T005,6966,CML333
Zm00026ab044250_T001,4597,CML333
Zm00026ab044260_T001,3127,CML333
Zm00026ab044270_T001,2454,CML333
Zm00026ab044280_T001,3296,CML333
Zm00026ab044290_T001,835,CML333
Zm00026ab044300_T001,724,CML333
Zm00026ab044310_T001,657,CML333
Zm00026ab044320_T003,1818,CML333
Zm00026ab044330_T001,3461,CML333
Zm00026ab044340_T001,762,CML333
Zm00026ab044350_T002,6859,CML333
Zm00026ab044360_T002,1972,CML333
Zm00026ab044370_T001,3547,CML333
Zm00026ab044380_T001,1334,CML333
Zm00026ab044390_T001,5268,CML333
Zm00026ab044400_T003,2990,CML333
Zm00026ab044410_T001,3016,CML333
Zm00026ab044420_T001,3692,CML333
Zm00026ab044430_T004,4806,CML333
Zm00026ab044440_T001,1270,CML333
Zm00026ab044450_T001,11628,CML333
Zm00026ab044460_T002,2912,CML333
Zm00026ab044470_T001,817,CML333
Zm00026ab044480_T001,1344,CML333
Zm00026ab044490_T001,3746,CML333
Zm00026ab044500_T001,2387,CML333
Zm00026ab044510_T001,1317,CML333
Zm00026ab044520_T001,910,CML333
Zm00026ab044530_T001,342,CML333
Zm00026ab044540_T001,1999,CML333
Zm00026ab044550_T001,6759,CML333
Zm00026ab044560_T001,25191,CML333
Zm00026ab044570_T001,213,CML333
Zm00026ab044580_T001,1978,CML333
Zm00026ab044590_T001,5129,CML333
Zm00026ab044600_T001,1741,CML333
Zm00026ab044610_T001,3787,CML333
Zm00026ab044630_T001,15866,CML333
Zm00026ab044640_T001,1880,CML333
Zm00026ab044670_T001,3213,CML333
Zm00026ab044680_T004,1446,CML333
Zm00026ab044700_T001,14186,CML333
Zm00026ab044710_T001,2708,CML333
Zm00026ab044720_T002,25427,CML333
Zm00026ab044730_T001,582,CML333
Zm00026ab044740_T003,3240,CML333
Zm00026ab044750_T001,5603,CML333
Zm00026ab044760_T001,6420,CML333
Zm00026ab044770_T002,7399,CML333
Zm00026ab044780_T002,4240,CML333
Zm00026ab044790_T002,2653,CML333
Zm00026ab044810_T002,4284,CML333
Zm00026ab044820_T001,3382,CML333
Zm00026ab044830_T001,441,CML333
Zm00026ab044840_T001,6594,CML333
Zm00026ab044850_T002,2967,CML333
Zm00026ab044860_T003,5817,CML333
Zm00026ab044870_T001,1350,CML333
Zm00026ab044880_T001,2072,CML333
Zm00026ab044890_T001,2971,CML333
Zm00026ab044900_T002,9524,CML333
Zm00026ab044910_T001,915,CML333
Zm00026ab044920_T001,750,CML333
Zm00026ab044930_T001,1131,CML333
Zm00026ab044940_T001,1852,CML333
Zm00026ab044950_T001,1156,CML333
Zm00026ab044960_T001,777,CML333
Zm00026ab044970_T001,802,CML333
Zm00026ab044980_T001,346,CML333
Zm00026ab044990_T004,4587,CML333
Zm00026ab045000_T001,883,CML333
Zm00026ab045010_T001,453,CML333
Zm00026ab045020_T001,651,CML333
Zm00026ab045030_T001,429,CML333
Zm00026ab045040_T001,435,CML333
Zm00026ab045050_T001,435,CML333
Zm00026ab045060_T001,309,CML333
Zm00026ab045070_T001,435,CML333
Zm00026ab045080_T001,507,CML333
Zm00026ab045090_T001,848,CML333
Zm00026ab045100_T001,4136,CML333
Zm00026ab045110_T002,6918,CML333
Zm00026ab045120_T001,13298,CML333
Zm00026ab045130_T001,1178,CML333
Zm00026ab045140_T004,11257,CML333
Zm00026ab045150_T001,4172,CML333
Zm00026ab045160_T001,1466,CML333
Zm00026ab045170_T002,15056,CML333
Zm00026ab045180_T001,29774,CML333
Zm00026ab045200_T001,701,CML333
Zm00026ab045210_T002,3039,CML333
Zm00026ab045220_T001,3970,CML333
Zm00026ab045230_T001,1431,CML333
Zm00026ab045240_T001,3131,CML333
Zm00026ab045250_T001,3018,CML333
Zm00026ab045260_T001,924,CML333
Zm00026ab045270_T001,4769,CML333
Zm00026ab045280_T002,29582,CML333
Zm00026ab045290_T001,3810,CML333
Zm00026ab045300_T001,16074,CML333
Zm00026ab045320_T001,2984,CML333
Zm00026ab045330_T001,1766,CML333
Zm00026ab045340_T001,958,CML333
Zm00026ab045360_T001,3095,CML333
Zm00026ab045370_T001,1047,CML333
Zm00026ab045380_T002,2988,CML333
Zm00026ab045390_T001,10293,CML333
Zm00026ab045400_T001,959,CML333
Zm00026ab045410_T001,3481,CML333
Zm00026ab045420_T001,576,CML333
Zm00026ab045440_T002,4889,CML333
Zm00026ab045450_T001,1027,CML333
Zm00026ab045460_T003,6372,CML333
Zm00026ab045480_T001,3137,CML333
Zm00026ab045490_T001,689,CML333
Zm00026ab045500_T001,630,CML333
Zm00026ab045510_T001,1244,CML333
Zm00026ab045520_T001,393,CML333
Zm00026ab045530_T001,475,CML333
Zm00026ab045540_T001,1290,CML333
Zm00026ab045550_T001,2206,CML333
Zm00026ab045560_T001,857,CML333
Zm00026ab045570_T001,5920,CML333
Zm00026ab045580_T005,9377,CML333
Zm00026ab045590_T001,4537,CML333
Zm00026ab045600_T001,13008,CML333
Zm00026ab045610_T003,7174,CML333
Zm00026ab045620_T001,901,CML333
Zm00026ab045630_T001,5656,CML333
Zm00026ab045640_T001,2913,CML333
Zm00026ab045650_T001,1182,CML333
Zm00026ab045660_T002,6125,CML333
Zm00026ab045680_T001,4057,CML333
Zm00026ab045690_T001,1984,CML333
Zm00026ab045700_T003,3306,CML333
Zm00026ab045710_T001,2035,CML333
Zm00026ab045720_T002,2248,CML333
Zm00026ab045730_T002,5695,CML333
Zm00026ab045740_T002,1599,CML333
Zm00026ab045750_T002,38138,CML333
Zm00026ab045760_T001,1951,CML333
Zm00026ab045770_T004,6712,CML333
Zm00026ab045780_T001,32277,CML333
Zm00026ab045790_T001,798,CML333
Zm00026ab045800_T001,1770,CML333
Zm00026ab045810_T001,10769,CML333
Zm00026ab045820_T001,2712,CML333
Zm00026ab045830_T003,11907,CML333
Zm00026ab045840_T001,9982,CML333
Zm00026ab045850_T001,785,CML333
Zm00026ab045860_T001,3914,CML333
Zm00026ab045870_T001,1247,CML333
Zm00026ab045890_T001,5092,CML333
Zm00026ab045900_T001,3203,CML333
Zm00026ab045910_T001,2843,CML333
Zm00026ab045920_T002,5198,CML333
Zm00026ab045930_T001,1044,CML333
Zm00026ab045940_T001,337,CML333
Zm00026ab045950_T002,5882,CML333
Zm00026ab045960_T001,6752,CML333
Zm00026ab045970_T001,3525,CML333
Zm00026ab045980_T001,303,CML333
Zm00026ab045990_T001,6687,CML333
Zm00026ab046000_T001,594,CML333
Zm00026ab046010_T001,745,CML333
Zm00026ab046020_T001,537,CML333
Zm00026ab046030_T001,556,CML333
Zm00026ab046040_T001,861,CML333
Zm00026ab046050_T001,468,CML333
Zm00026ab046060_T002,8240,CML333
Zm00026ab046080_T001,3604,CML333
Zm00026ab046090_T001,741,CML333
Zm00026ab046100_T001,3282,CML333
Zm00026ab046110_T005,9608,CML333
Zm00026ab046120_T003,18683,CML333
Zm00026ab046130_T001,3012,CML333
Zm00026ab046140_T001,4052,CML333
Zm00026ab046150_T001,2127,CML333
Zm00026ab046160_T001,386,CML333
Zm00026ab046170_T002,3339,CML333
Zm00026ab046190_T001,3420,CML333
Zm00026ab046200_T001,2012,CML333
Zm00026ab046210_T003,5460,CML333
Zm00026ab046220_T001,15164,CML333
Zm00026ab046230_T001,579,CML333
Zm00026ab046240_T001,4663,CML333
Zm00026ab046250_T001,14960,CML333
Zm00026ab046260_T001,2202,CML333
Zm00026ab046270_T001,591,CML333
Zm00026ab046280_T001,552,CML333
Zm00026ab046290_T002,6733,CML333
Zm00026ab046300_T001,18111,CML333
Zm00026ab046310_T001,857,CML333
Zm00026ab046320_T001,885,CML333
Zm00026ab046330_T001,766,CML333
Zm00026ab046340_T003,7054,CML333
Zm00026ab046350_T001,594,CML333
Zm00026ab046360_T001,5042,CML333
Zm00026ab046380_T001,1611,CML333
Zm00026ab046390_T001,3403,CML333
Zm00026ab046410_T002,11252,CML333
Zm00026ab046420_T002,2984,CML333
Zm00026ab046430_T001,424,CML333
Zm00026ab046440_T001,453,CML333
Zm00026ab046450_T001,450,CML333
Zm00026ab046460_T001,3619,CML333
Zm00026ab046470_T001,10865,CML333
Zm00026ab046480_T002,5731,CML333
Zm00026ab046490_T001,4290,CML333
Zm00026ab046500_T001,820,CML333
Zm00026ab046510_T001,574,CML333
Zm00026ab046520_T001,2397,CML333
Zm00026ab046530_T001,21604,CML333
Zm00026ab046550_T001,566,CML333
Zm00026ab046560_T001,1382,CML333
Zm00026ab046580_T001,1151,CML333
Zm00026ab046590_T001,2068,CML333
Zm00026ab046600_T002,6780,CML333
Zm00026ab046610_T001,1695,CML333
Zm00026ab046620_T001,5859,CML333
Zm00026ab046630_T001,16247,CML333
Zm00026ab046640_T001,1855,CML333
Zm00026ab046650_T001,2324,CML333
Zm00026ab046660_T001,505,CML333
Zm00026ab046670_T001,300,CML333
Zm00026ab046680_T001,856,CML333
Zm00026ab046690_T001,1216,CML333
Zm00026ab046700_T001,1929,CML333
Zm00026ab046710_T001,932,CML333
Zm00026ab046720_T001,1967,CML333
Zm00026ab046730_T001,530,CML333
Zm00026ab046740_T001,705,CML333
Zm00026ab046750_T001,24528,CML333
Zm00026ab046760_T001,545,CML333
Zm00026ab046770_T002,3548,CML333
Zm00026ab046780_T001,1065,CML333
Zm00026ab046790_T001,4607,CML333
Zm00026ab046800_T001,2273,CML333
Zm00026ab046810_T001,3620,CML333
Zm00026ab046820_T001,4232,CML333
Zm00026ab046830_T001,1044,CML333
Zm00026ab046840_T006,3105,CML333
Zm00026ab046850_T001,4776,CML333
Zm00026ab046860_T001,23690,CML333
Zm00026ab046870_T001,1289,CML333
Zm00026ab046880_T001,621,CML333
Zm00026ab046890_T003,5891,CML333
Zm00026ab046910_T001,7116,CML333
Zm00026ab046900_T001,1171,CML333
Zm00026ab046920_T001,869,CML333
Zm00026ab046930_T001,1350,CML333
Zm00026ab046960_T001,1089,CML333
Zm00026ab046970_T001,1349,CML333
Zm00026ab046980_T001,913,CML333
Zm00026ab046990_T001,3927,CML333
Zm00026ab047000_T001,1055,CML333
Zm00026ab047010_T001,9664,CML333
Zm00026ab047020_T004,5293,CML333
Zm00026ab047030_T001,1157,CML333
Zm00026ab047040_T001,10079,CML333
Zm00026ab047050_T001,2012,CML333
Zm00026ab047060_T001,2143,CML333
Zm00026ab047070_T001,1883,CML333
Zm00026ab047080_T003,1229,CML333
Zm00026ab047090_T001,586,CML333
Zm00026ab047110_T001,4778,CML333
Zm00026ab047120_T001,665,CML333
Zm00026ab047140_T002,2825,CML333
Zm00026ab047150_T001,1981,CML333
Zm00026ab047160_T001,338,CML333
Zm00026ab047170_T001,357,CML333
Zm00026ab047180_T002,16029,CML333
Zm00026ab047190_T001,1678,CML333
Zm00026ab047200_T001,893,CML333
Zm00026ab047210_T002,15114,CML333
Zm00026ab047220_T002,4072,CML333
Zm00026ab047230_T001,6280,CML333
Zm00026ab047240_T001,10791,CML333
Zm00026ab047250_T001,5064,CML333
Zm00026ab047260_T005,8268,CML333
Zm00026ab047270_T001,3805,CML333
Zm00026ab047280_T001,2578,CML333
Zm00026ab047290_T001,2596,CML333
Zm00026ab047300_T005,1878,CML333
Zm00026ab047310_T004,7800,CML333
Zm00026ab047330_T001,1355,CML333
Zm00026ab047340_T003,1639,CML333
Zm00026ab047350_T001,1355,CML333
Zm00026ab047360_T001,1090,CML333
Zm00026ab047370_T001,264,CML333
Zm00026ab047380_T001,2283,CML333
Zm00026ab047390_T001,1406,CML333
Zm00026ab047400_T001,1177,CML333
Zm00026ab047410_T001,1164,CML333
Zm00026ab047420_T001,794,CML333
Zm00026ab047430_T001,1971,CML333
Zm00026ab047440_T001,3197,CML333
Zm00026ab047450_T001,258,CML333
Zm00026ab047460_T001,1382,CML333
Zm00026ab047470_T001,41385,CML333
Zm00026ab047480_T001,372,CML333
Zm00026ab047490_T001,746,CML333
Zm00026ab047500_T001,1172,CML333
Zm00026ab047520_T001,15536,CML333
Zm00026ab047530_T001,482,CML333
Zm00026ab047540_T001,1082,CML333
Zm00026ab047550_T001,2736,CML333
Zm00026ab047560_T001,558,CML333
Zm00026ab047570_T001,234,CML333
Zm00026ab047580_T001,756,CML333
Zm00026ab047590_T002,2050,CML333
Zm00026ab047600_T001,2862,CML333
Zm00026ab047610_T002,6738,CML333
Zm00026ab047620_T001,2210,CML333
Zm00026ab047630_T001,460,CML333
Zm00026ab047640_T001,776,CML333
Zm00026ab047650_T001,1522,CML333
Zm00026ab047660_T001,1184,CML333
Zm00026ab047670_T001,787,CML333
Zm00026ab047680_T001,8758,CML333
Zm00026ab047690_T001,1883,CML333
Zm00026ab047700_T001,558,CML333
Zm00026ab047710_T001,672,CML333
Zm00026ab047720_T001,1167,CML333
Zm00026ab047730_T001,420,CML333
Zm00026ab047740_T001,6300,CML333
Zm00026ab047750_T002,3741,CML333
Zm00026ab047760_T001,756,CML333
Zm00026ab047770_T001,1667,CML333
Zm00026ab047780_T001,15245,CML333
Zm00026ab047800_T001,16413,CML333
Zm00026ab047810_T001,525,CML333
Zm00026ab047820_T001,945,CML333
Zm00026ab047830_T001,1146,CML333
Zm00026ab047840_T001,1145,CML333
Zm00026ab047850_T001,351,CML333
Zm00026ab047860_T001,27704,CML333
Zm00026ab047870_T001,3383,CML333
Zm00026ab047880_T001,3562,CML333
